timestamp,tipo,severidade,valor,limite
1778984584,transformador/vibracao/fft_120hz,aviso,0.3,0.2
1778984585,transformador/secundario/corrente,aviso,43.53,30
1778984591,transformador/nucleo/delta_t,critico,32.32,25
1778984592,transformador/nucleo/temperatura,aviso,76.59,70
1778984595,transformador/nucleo/delta_t,aviso,21.84,15
1778984595,transformador/primario/corrente,critico,6.06,6
1778984597,transformador/primario/corrente,critico,6.63,6
1778984600,transformador/vibracao/fft_120hz,aviso,0.4,0.2
1778984602,transformador/nucleo/temperatura,aviso,82.55,70
1778984605,transformador/primario/corrente,aviso,4.52,4
1778984613,transformador/vibracao/fft_240hz,critico,0.32,0.25
1778984614,transformador/vibracao/fft_120hz,aviso,0.42,0.2
1778984616,transformador/nucleo/temperatura,aviso,78.38,70
1778984617,transformador/nucleo/delta_t,aviso,18.39,15
1778984617,transformador/secundario/corrente,critico,47.43,45
1778984618,transformador/vibracao/fft_240hz,aviso,0.16,0.1
1778984619,transformador/primario/corrente,aviso,4.6,4
1778984622,transformador/vibracao/fft_120hz,critico,0.64,0.45
1778984623,transformador/vibracao/fft_240hz,critico,0.3,0.25
1778984628,transformador/vibracao/fft_120hz,critico,0.54,0.45
1778984630,transformador/secundario/corrente,aviso,40.23,30
1778984635,transformador/vibracao/fft_120hz,aviso,0.35,0.2
1778984640,transformador/vibracao/fft_240hz,aviso,0.15,0.1
1778984645,transformador/nucleo/temperatura,aviso,80.41,70
1778984653,transformador/primario/corrente,critico,7.14,6
1778984655,transformador/primario/corrente,aviso,5.85,4
1778984660,transformador/nucleo/temperatura,aviso,81.34,70
1778984661,transformador/nucleo/delta_t,critico,25.69,25
1778984662,transformador/nucleo/temperatura,critico,92.46,85
1778984662,transformador/primario/corrente,aviso,5.74,4
1778984670,transformador/vibracao/fft_240hz,critico,0.26,0.25
1778984683,transformador/nucleo/delta_t,aviso,24.07,15
1778984685,transformador/vibracao/fft_120hz,aviso,0.38,0.2
1778984687,transformador/primario/corrente,aviso,5.55,4
1778984695,transformador/secundario/corrente,aviso,44.02,30
1778984705,transformador/nucleo/temperatura,critico,85.68,85
1778984706,transformador/primario/corrente,critico,7.3,6
1778984716,transformador/vibracao/fft_240hz,critico,0.27,0.25
1778984718,transformador/vibracao/fft_240hz,aviso,0.21,0.1
1778984719,transformador/vibracao/fft_240hz,aviso,0.21,0.1
1778984726,transformador/secundario/corrente,aviso,31.35,30
1778984729,transformador/primario/corrente,aviso,5.65,4
1778984731,transformador/vibracao/fft_120hz,aviso,0.32,0.2
1778984733,transformador/nucleo/delta_t,aviso,18.53,15
1778984733,transformador/primario/corrente,critico,6.75,6
1778984738,transformador/primario/corrente,aviso,5.44,4
1778984741,transformador/secundario/corrente,aviso,38.82,30
1778984748,transformador/nucleo/delta_t,aviso,22.17,15
1778984749,transformador/vibracao/fft_120hz,critico,0.51,0.45
1778984755,transformador/vibracao/fft_120hz,aviso,0.34,0.2
1778984758,transformador/nucleo/delta_t,aviso,22.49,15
1778984758,transformador/vibracao/fft_240hz,critico,0.29,0.25
1778984763,transformador/primario/corrente,aviso,4.62,4
1778984764,transformador/nucleo/delta_t,critico,25.83,25
1778984764,transformador/vibracao/fft_120hz,critico,0.55,0.45
1778984765,transformador/vibracao/fft_240hz,critico,0.29,0.25
1778984768,transformador/primario/corrente,aviso,5.18,4
1778984770,transformador/vibracao/fft_240hz,aviso,0.19,0.1
1778984773,transformador/secundario/corrente,critico,46.13,45
1778984783,transformador/vibracao/fft_120hz,critico,0.55,0.45
1778984784,transformador/vibracao/fft_240hz,critico,0.31,0.25
1778984805,transformador/nucleo/delta_t,aviso,20.2,15
1778984813,transformador/primario/corrente,aviso,4.52,4
1778984814,transformador/nucleo/delta_t,aviso,18.65,15
1778984823,transformador/secundario/corrente,critico,45.81,45
1778984824,transformador/primario/corrente,critico,7.43,6
1778984826,transformador/vibracao/fft_120hz,critico,0.65,0.45
1778984831,transformador/nucleo/temperatura,aviso,74.77,70
1778984832,transformador/vibracao/fft_240hz,aviso,0.16,0.1
1778984842,transformador/nucleo/delta_t,aviso,21.46,15
1778984844,transformador/nucleo/temperatura,aviso,79.82,70
1778984855,transformador/nucleo/temperatura,aviso,77.83,70
1778984860,transformador/nucleo/delta_t,critico,28.79,25
1778984862,transformador/secundario/corrente,aviso,37.64,30
1778984864,transformador/nucleo/delta_t,critico,26.19,25
1778984867,transformador/vibracao/fft_240hz,aviso,0.17,0.1
1778984870,transformador/vibracao/fft_240hz,critico,0.28,0.25
1778984879,transformador/vibracao/fft_120hz,critico,0.59,0.45
1778984879,transformador/vibracao/fft_240hz,critico,0.34,0.25
1778984883,transformador/vibracao/fft_240hz,aviso,0.18,0.1
1778984888,transformador/vibracao/fft_240hz,critico,0.33,0.25
1778984894,transformador/nucleo/temperatura,aviso,82.97,70
1778984896,transformador/vibracao/fft_120hz,critico,0.67,0.45
1778984899,transformador/vibracao/fft_240hz,critico,0.31,0.25
1778984905,transformador/nucleo/temperatura,aviso,74.67,70
1778984907,transformador/secundario/corrente,aviso,39.21,30
1778984908,transformador/vibracao/fft_120hz,aviso,0.24,0.2
1778984910,transformador/secundario/corrente,aviso,39.27,30
1778984910,transformador/vibracao/fft_240hz,aviso,0.19,0.1
1778984913,transformador/vibracao/fft_120hz,critico,0.54,0.45
1778984923,transformador/secundario/corrente,aviso,44.23,30
1778984926,transformador/nucleo/delta_t,critico,28.41,25
1778984927,transformador/vibracao/fft_240hz,aviso,0.19,0.1
1778984930,transformador/primario/corrente,aviso,5.85,4
1778984936,transformador/vibracao/fft_240hz,critico,0.29,0.25
1778984945,transformador/secundario/corrente,aviso,41.17,30
1778984945,transformador/vibracao/fft_120hz,aviso,0.37,0.2
1778984946,transformador/nucleo/delta_t,aviso,22.18,15
1778984948,transformador/vibracao/fft_120hz,aviso,0.39,0.2
1778984949,transformador/nucleo/delta_t,aviso,24.63,15
1778984949,transformador/vibracao/fft_240hz,critico,0.34,0.25
1778984965,transformador/vibracao/fft_120hz,critico,0.55,0.45
1778984967,transformador/secundario/corrente,aviso,40.37,30
1778984968,transformador/vibracao/fft_120hz,aviso,0.32,0.2
1778984968,transformador/vibracao/fft_240hz,critico,0.3,0.25
1778984970,transformador/secundario/corrente,critico,45.47,45
1778985194,transformador/secundario/corrente,critico,53.18,45
1778985203,transformador/vibracao/fft_120hz,aviso,0.43,0.2
1778985209,transformador/secundario/corrente,aviso,35.5,30
1778985210,transformador/nucleo/temperatura,aviso,70.8,70
1778985213,transformador/primario/corrente,aviso,5.75,4
1778985214,transformador/secundario/corrente,critico,49.01,45
1778985215,transformador/vibracao/fft_120hz,aviso,0.32,0.2
1778985219,transformador/primario/corrente,aviso,4.27,4
1778985222,transformador/primario/corrente,critico,6,6
1778985223,transformador/nucleo/temperatura,aviso,83.89,70
1778985233,transformador/secundario/corrente,critico,49.58,45
1778985235,transformador/vibracao/fft_120hz,aviso,0.4,0.2
1778985239,transformador/vibracao/fft_120hz,aviso,0.43,0.2
1778985247,transformador/primario/corrente,critico,6.61,6
1778985249,transformador/vibracao/fft_120hz,critico,0.46,0.45
1778985260,transformador/secundario/corrente,critico,56.19,45
1778985260,transformador/vibracao/fft_120hz,aviso,0.41,0.2
1778985262,transformador/vibracao/fft_240hz,aviso,0.24,0.1
1778985267,transformador/primario/corrente,aviso,4.71,4
1778985268,transformador/vibracao/fft_120hz,aviso,0.44,0.2
1778985272,transformador/secundario/corrente,aviso,41.42,30
1778985275,transformador/nucleo/delta_t,aviso,23.47,15
1778985275,transformador/primario/corrente,aviso,4.65,4
1778985276,transformador/nucleo/delta_t,aviso,24.7,15
1778985277,transformador/vibracao/fft_120hz,critico,0.45,0.45
1778985282,transformador/vibracao/fft_240hz,critico,0.26,0.25
1778985362,transformador/primario/corrente,aviso,4.14,4
1778985363,transformador/vibracao/fft_240hz,aviso,0.2,0.1
1778985373,transformador/nucleo/delta_t,aviso,23.76,15
1778985374,transformador/secundario/corrente,aviso,37.43,30
1778985374,transformador/vibracao/fft_120hz,aviso,0.41,0.2
1778985390,transformador/vibracao/fft_120hz,aviso,0.41,0.2
1778985415,transformador/nucleo/temperatura,aviso,77.11,70
1778985419,transformador/secundario/corrente,aviso,36.46,30
1778985420,transformador/vibracao/fft_240hz,aviso,0.22,0.1
1778985424,transformador/primario/corrente,critico,7,6
1778985425,transformador/vibracao/fft_120hz,critico,0.51,0.45
1778985430,transformador/vibracao/fft_120hz,aviso,0.41,0.2
1778985432,transformador/vibracao/fft_240hz,aviso,0.22,0.1
1778985434,transformador/secundario/corrente,critico,50.27,45
1778985437,transformador/nucleo/delta_t,critico,26.98,25
1778985443,transformador/vibracao/fft_120hz,aviso,0.44,0.2
1778985448,transformador/nucleo/temperatura,aviso,74.33,70
1778985452,transformador/vibracao/fft_120hz,critico,0.49,0.45
1778985460,transformador/nucleo/temperatura,aviso,71.75,70
